Excel Raw Data Export,,,,,,,,,,,,,,,,,,,,,,,,,,
"Copyright (c) 2008 Corbett Life Science, a QIAGEN Company. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,
File,Run 2024-04-15 braf group 2 pcr.rex,,,,,,,,,,,,,,,,,,,,,,,,,
Date,4/15/24,,,,,,,,,,,,,,,,,,,,,,,,,
Time,1:05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Cycling A.g2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Page 1, BRAF WT, BRAF WT, BRAF WT, BRAF WT, BRAF WT, BRAF WT, BRAF WT, BRAF WT, BRAF MUT, BRAF MUT, BRAF MUT, BRAF MUT, BRAF MUT, BRAF MUT, BRAF MUT, BRAF MUT, BRAF NTC, BRAF NTC, BRAF NTC, BRAF NTC, BRAF NTC, BRAF NTC, BRAF NTC, BRAF NTC, PCR NTC, PCR NTC
1,11.59676127,12.6526538,12.78229191,12.44841179,12.04558926,12.12583607,12.55312781,12.23973831,12.84828717,12.09840895,12.46923672,13.11712473,13.27741992,12.449291,12.51577674,12.50751507,12.14808881,12.67697741,12.60188122,12.68451972,12.99067292,12.15075914,11.80336207,12.23601892,12.31545485,13.57652399
2,11.79369802,13.02904301,12.99814349,12.77627004,12.22145927,12.60585946,12.86935734,12.56220776,12.93409192,12.23203886,12.69257179,13.43436986,13.3032848,12.73494492,12.82673381,12.70883243,12.39510694,12.71700757,12.64702948,12.82246128,13.05422039,12.30640116,11.78630327,12.66376745,12.3182814,13.85824369
3,12.02217645,13.00587472,13.03460864,13.16273747,12.69621831,12.57913074,12.79054813,12.78858625,13.16494554,12.44787409,12.78522927,13.49874113,13.45505338,12.82908135,12.95197516,12.84504463,12.62801439,13.07376042,12.98046845,13.15704077,13.31889595,12.49027237,11.91518331,13.10353246,12.42618448,13.77922375
4,12.15667201,13.19885049,13.18496869,13.44823377,12.6526538,12.79306859,13.066097,12.87505404,13.4364271,12.67959324,13.12364894,13.58118345,13.5714758,13.03567341,13.19022551,13.04200339,12.8552491,13.0858102,13.04646372,13.22248744,13.54161898,12.63763093,12.01228351,13.13323669,12.73616061,13.85290303
5,12.38895247,13.25375167,13.50031063,13.66347317,12.73794537,12.9974001,13.35679408,13.00657228,13.82859759,12.9219501,13.22029919,13.71633478,13.66350042,13.42044848,13.37191686,13.09503827,12.91752499,13.27290761,13.34563031,13.51738061,13.69355524,12.73605162,12.25452049,13.15409851,12.73223686,13.90188449
6,12.47262277,13.38254368,13.60265507,13.77071239,12.99509168,13.22929455,13.31262466,13.30227032,13.97268635,13.22662917,13.46532387,14.01329882,13.84410366,13.60575774,13.5065741,13.32617333,13.23249663,13.37812946,13.47503878,13.73206331,13.66689555,13.01312863,12.35546478,13.39986267,12.74187017,14.1779202
7,12.75771608,13.56699982,13.6359706,13.73189899,13.12003401,13.37682155,13.50748964,13.41068484,14.09874935,13.2812179,13.69661543,13.99193619,13.85854887,13.71437291,13.69344625,13.62872257,13.36558073,13.7659266,13.7202004,13.84837619,13.79001406,13.36254346,12.31097887,13.36044744,13.01762417,14.04783703
8,12.61111209,13.56330859,13.97310251,13.84136339,13.21349132,13.59557052,13.69456525,13.7410544,14.00250013,13.49945322,13.72924626,14.2670901,13.94173233,13.8830396,13.85681315,13.609013,13.6084317,13.69737,13.76434984,13.952967,13.91317617,13.46812136,12.51268406,13.57419113,12.90836957,14.14867374
9,12.77866789,13.88611683,13.8756644,14.07817706,13.41592279,13.72365911,13.82422504,13.58167391,14.45018474,13.65717673,13.88734482,14.26740346,14.25028317,13.97486621,14.02315012,13.83852434,13.85343123,13.98662292,14.05978993,13.97746751,14.22158793,13.42259861,12.63122759,13.60168867,13.12646459,14.15814216
10,12.91008621,13.87690664,13.91947051,14.1533786,13.52123729,13.91258928,14.03953994,14.01693751,14.59484754,14.02990768,14.16617075,14.34368404,14.37716781,14.12710765,14.24538687,13.9786628,13.89932567,14.04850462,14.18373036,14.0265289,14.09183388,13.68766962,12.71747921,13.58085647,13.27523167,14.14905521
11,13.05169539,13.99252308,14.01653061,14.26095471,13.9235523,14.06352839,14.2480027,14.16177106,14.98674372,14.07085273,14.4634165,14.33995193,14.45158488,14.44571603,14.35369239,14.1929249,14.15383274,14.31410697,14.11001755,14.38684164,14.28061341,13.69309412,12.91547089,13.80625402,13.35533176,14.32242313
12,13.38950561,14.05802788,14.27681773,14.3806472,13.82031412,14.21089664,14.49912261,14.4243534,14.93956337,14.27094937,14.53135729,14.69716291,14.51361868,14.62751638,14.72546476,14.41338598,14.41705087,14.49477965,14.60223,14.43557968,14.32516976,13.89737218,12.96580889,13.89246749,13.3186612,14.32887552
13,13.39249139,13.96789066,14.44320919,14.46631571,14.00582023,14.36388952,14.68270771,14.57826607,15.18291752,14.41021337,14.850667,14.89923596,14.67841611,14.78119653,14.94630171,14.43986674,14.4469645,14.67272332,14.54406736,14.33320617,14.50166578,13.95956359,13.06054897,13.81950925,13.44052796,14.42658356
