"Excel Raw Data Export"
"Copyright (c) 2008 Corbett Life Science, a QIAGEN Company. All rights reserved."
"File","Run 2024-04-10 Human Targets Trial 1 JAK2 BRAF F5.rex"
"Date","4/10/2024"
"Time","2:38:19 PM"


"Channel Cycling A.g2"

"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
"Page 1"," JAK2 WT"," JAK2 WT"," JAK2 WT"," JAK2 WT"," JAK2 MUT"," JAK2 MUT"," JAK2 MUT"," JAK2 MUT"," JAK2 NTC"," JAK2 NTC"," JAK2 NTC"," JAK2 NTC"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," F5 WT"," F5 WT"," F5 WT"," F5 WT"," F5 MUT"," F5 MUT"," F5 MUT"," F5 MUT"," F5 NTC"," F5 NTC"," F5 NTC"," F5 NTC"
"1","12.81166552224","13.1030238295059","12.789806973373","13.5156092858084","12.7641718165866","12.7516871623074","13.1141903034785","12.8056059298907","13.6676149058845","14.04135194934","13.1916787467257","13.7386129549096","12.6928065449466","13.7491416800183","12.9167620355535","13.0869450091779","12.6686121919585","13.6623559929809","13.8484779125658","13.5051063226847","13.0204280155642","13.4915185269958","12.7221005133571","12.9892932529692","12.7968697206509","13.6863617042148","13.4616362757814","13.9539395524747","12.9982452124819","13.0629434653239","13.0824750133516","13.3286382496728","13.4741523068371","13.5673512418763","13.0403601129168","13.6169331545848"
"2","13.182269016556","12.919050888838","12.8915337860176","13.7584060861699","13.1291485465782","12.9502145066347","13.2135500114443","13.0769817654688","13.7889105058366","14.1971847104601","13.2751455965006","13.8920169883777","12.9646933160996","13.7948600571626","13.2294629914222","13.3113984893568","12.9493146155998","14.0440516224448","13.9637216754406","13.6283873294631","13.1048839769371","13.5800935160056","13.0660969965159","13.1791082191632","12.7680374354671","14.0487634742613","13.5304521525625","14.1805611798745","13.1746395056077","13.6038249281554","13.3767628571932","13.415841044589","13.8850559679125","13.8829633020523","13.1747568826992","13.9265823060742"
"3","13.552147707332","13.1229935853419","13.0610184810231","13.8281951511523","13.1171247307663","13.0984617732157","13.3034692476212","13.1320040032493","13.955079787078","14.3306864799197","13.3695190138312","14.0513290021187","13.1673914702068","13.9611912209761","13.4542317375918","13.6659800106813","13.0806693624272","14.2445003941914","14.1271546032361","13.8995447725134","13.2974746318761","13.7830385072317","13.2921339742123","13.4937710492757","13.3677932911167","14.1071837295229","13.6218305739935","14.4619923196256","13.4396769782442","13.5390031498981","13.600248839434","13.5225452048524","14.0203962259353","14.1480477255254","13.3966074107983","14.1722743572137"
"4","13.5709671676712","13.5525546145825","13.1761654077974","14.1884254450059","13.5222908878208","13.2202991942063","13.5998575824623","13.3118435441622","14.2588883802548","14.6180339840216","13.5176153670088","14.2354685064687","13.4111543450065","14.1623051295745","13.7750820172427","13.6773734136975","13.2807405711961","14.2975127794308","14.3684399829971","13.8605834032705","13.6528337764319","14.0022653778662","13.4425443329083","13.6759570634599","13.2001983672847","14.3898934411638","13.7529564354925","14.6508408810995","13.3997609419903","13.6905851834897","13.6122213027683","13.7764989264188","14.198519874876","14.264947483533","13.7987335011826","14.2919520397204"
"5","13.7279316395819","13.6484321355001","13.3996147096971","14.1622252013646","13.513300032762","13.3519962908839","13.8452226545612","13.5362783245594","14.293507286183","14.7619846901147","13.4604918491391","14.2099054527528","13.5448054250311","14.2594542356502","13.7895780880446","13.9072905426762","13.4332799267567","14.279106584268","14.625185602526","13.8773174639506","13.6609327957463","14.1083962767987","13.8437476157778","13.8368810559243","13.3532790548126","14.3315785458152","13.996113437364","14.7404331382358","13.6739909971771","13.8977376256064","13.8051640889819","13.7376974135958","14.3133985111554","14.4443288457937","13.7744280591614","14.6534567134247"
"6","13.8665774600771","13.6847676813916","13.6206098522418","14.5972498547459","13.8905928130007","13.9739070725566","13.9862014844848","13.7069250527708","14.5726202283767","14.8903639276722","13.7318285590201","14.3856608791376","13.7280333663945","14.4195409381951","13.8221306680908","13.9027296042631","13.7700683386195","14.7547699115564","15.0562040639862","14.3167264311691","13.9322499427787","14.3048243940897","13.8976823893281","13.9988810050609","13.3313379227776","14.5236387680883","14.1191729610132","15.038624399176","13.7302713562727","14.1080556736313","14.0775666946415","14.0790299957157","14.4991226062409","14.5123862175819","13.9604791332876","14.7070267795834"
"7","14.2042965045941","13.9616529042027","13.8596308703885","14.5828292406457","14.0582640319422","14.0051662688422","14.1338450974523","14.1374837872892","14.6002681228133","15.0139620050355","13.9655263482226","14.6233564761832","13.97095699499","14.8325322346838","14.0461644100921","14.1857022964828","13.9832502890411","14.794384679942","14.7984855420768","14.5037003128099","14.0824423154476","14.5472472137613","14.2230433029243","14.1380706727468","13.7874653003973","14.673620420931","14.2830802878869","15.299869124543","14.0784095739463","14.4008545052262","14.2650237786425","14.300144960708","14.5121514633989","14.5942371760637","14.0595537826025","14.789806973373"
"8","14.1602705933216","14.1339233488467","14.0215152208743","14.6532387273976","14.1158159761959","14.1725795376516","14.286259250782","14.1898413061723","14.6535908586721","15.1673503882247","14.0842951966779","14.779074794639","13.9503847034174","14.6669718471046","14.3198290989548","14.1838477384369","14.1042000457771","14.9975057368053","15.0756593169045","14.657464302692","14.2438274322001","14.5084960054061","14.2880031389988","14.2402278680603","13.7058882217958","14.8517013809415","14.3548294804303","15.2062256809338","14.1937241822799","14.7245201582579","14.5353373515424","14.4190127412833","14.7422105627645","14.8266466119522","14.2583352407111","14.9431601434348"
"9","14.5351720454719","14.400760603553","14.0757937416212","14.9762213575443","14.3575658338762","14.3953612573434","14.4311109657871","14.2760139075085","14.8832978267632","15.1940184634165","14.2083292460953","14.9399993460419","14.2772128306576","14.9350946604323","14.566849188044","14.4889499249765","14.1543777043891","15.2411470424746","15.1664113714926","14.5567547581738","14.4228274967575","14.7623994225047","14.4669769334452","14.4907301441978","13.6464954134901","14.9645227740902","14.3329900053407","15.4783449047583","14.3387854992341","15.0139385296172","14.6264767505326","14.5794504572257","14.822308690013","15.071101173184","14.5425414594561","15.1909431836189"
